jbovla	lojbo	glico
nuzba	le nuzba be le mi'u tcini pu se terpa	News about the situation were frightening.
nuzba	nuzba fa le nu mi pu te vecnu pa fonxa	The news are that I bought a phone.
nuzba	le du'u no da nuzba cu xamgu nuzba	No news are good news.
o	la alis o la kevin cu lumci le kumfa	Either both Alice and Kevin clean a room or neither of them do.
o'a	o'a ca ti mi kakne le ka limna	Now I am able to swim.
o'a	mi pu bilga o'a cu'i i fe bo mi sidju	It was just my duty, so I helped.
o'a	o'a nai la alis nu'o bredi	What a shame, Alice is not ready yet.
o'a	o'a nai se'i mi pu mrilu fi pa na drani	Oops, I mailed to a wrong address.
o'a	o'a nai	I am embarrassed.
o'a	o'a nai	I feel ashamed.
o'a	o'a nai	I don't feel comfortable.
o'a	o'a nai	I feel awkward.
o'a	o'a nai	It's my embarrassment to…
o'a	o'a nai sai	That's a real embarrassment.
o'e	o'e mi do ba kansa le ka vitke le mikce	I'll go with you to see the doctor.
o'e	o'e nai doi le dirba mi na djuno	Dear, I don't know.
o'e	o'e nai mi pensi	Leave me alone, I'm thinking.
o'i	o'i pa karce ca crane	Be careful, a car ahead!
o'i	o'i nai gunta	Go ahead, attack!
o'o	o'o ko za'u re'u troci	Patience, try again!
o'o	o'o cu'i ma pu mukti fi do	Ok, what was your motive to do it?
o'o	o'o nai le mi'u mamta ca zvati ma	Where is the mother after all?
o'u	o'u ba'o vlile tcima	Phew, the storm is over.
o'u	o'u cu'i mi pu tinbe le se flalu	I followed the law.
o'u	o'u nai le bersa be mi za'o na volta	My son is still not back.
oi	le oi tuple be mi	Ouch, my leg!
oi	oi nai vifne djacu	Fresh water, how nice.
omle	mi ba citka le omle be le sovda jo'u le tamca	I will eat an omelette made with eggs and tomatoes.
onai	do o nai mi lumci le mi'u kumfa	Either you clean the room or I do.
pa	pa planeta cu xamgu lei remna	There is one planet for humanity.
pa	pa smoka cu cpana le jubme	There is exactly one sock on the table.
pa'a	le ninmu ne pa'a la alis cu se kanla le crino	The woman is like Alice except that the woman has green eyes.
pa'e	pa'e le mi'u stasu cu xlali	In my unbiased opinion, the soup is terrible.
pa'e	pa'e nai le za'u pixra poi mi finti cu traji le ka zabna	Of course, I'm biased, but my paintings are the best.
pa'o	ta'i da do pu pu'i limna pa'o le mi'u rirxe	Somehow, you were able to swim across the river.
pacna	mi pacna fi li so'a fe le nu solri ba zi	I hope it will be sunny soon.
pacna	mi pacna fi li so'u fe le nu do klama	I wish you came.
pagbu	le risna cu pagbu le xadni	Heart is a part of body.
pagre	le mi'u trene mo'u pagre le mi'u manku kevna pa nurma le jarbu	The train passed the dark hole to reach a rural area from the suburbs of the city.
pai	li pai du li ji'i ci pi pa vo pa mu so	The number π (pi) is approximately 3.14159.
pai	le nenri be le cirkulo be li re pi'i ry cu klani li pai pi'i ry te'o re	The area of a circle of diameter "2 × r" is equal to π × r<sup>2</sup>.
pajni	le mi'u te cange pu pajni le du'u xu kau le grute cu makcu	The farmer was deciding whether fruits were ripe.
palci	pu se palci do fa le ka lebna le jdini	It was wicked of you to take money.
palku	xu do ca dasni le palku	Are you wearing trousers?
palma	mi pu cpare le palma tricu	I climbed a palm tree.
palne	ti palne le palta jo'u le kabri	This is a tray with plates and cups on it.
palpi	mi palpi le sefta be le najnimre i ri se sefta le xutla	I can touch-feel the surface of an orange. It is soft.
palta	mi pu jai gau porpi fai le palta	I broke a plate.
palta	le mi'u palta co'a porpi	The plate got broken.
pambe	ti pambe le vacri le xislu le bartu	This is a pump for filling up the air into wheels from the outside.
panci	mi sumne le panci be le najnimre i ri se panci le xrula	I can smell a scent of an orange. It has a scent of flowers.
panci	mi te panci le najnimre le xrula	I can smell an orange smelling of flowers.
panci	le mi'u kumfa cu je'a se panci le mabla	The room really stinks.
panci	iu nai panci fa le kalci	Yuck, it smells like shit.
panje	le mi'u panje cu cokcu le so'i djacu	The sponge absorbs a lot of water.
panka	mi se pluka le ka cadzu bu'u le panka fau le ka kansa lei pendo be mi	I like to walk in the parks with my friends.
panlo	ti panlo le nanba	This is a slice of bread.
panpi	le mi'u mensi ca panpi le bruna be vo'a	The sister is now at piece with her brother.
panra	zo pacna zo kanpe panra le ka valsi le ka djica	The word {pacna} is parallel to {kanpe} differing in that {pacna} describes desire and {kanpe} doesn't.
pante	le za'u gunka pu pante le ka te pleji ma kau vau lei turni ta'i le nu de'a gunka	Workers complained about their salary to the management by halting their work.
panzi	le mi'u nixli cu panzi la alis	The girl is Alice's child.
papri	ko catlu ti noi papri le cukta	Look at this page of the book.
parbi	li re parbi li vo li re	2 is the ratio of 4 with respect to 2.
parbi	le cmalu cu parbi le temci be le cabna bei le nu cliva vau le temci be le nu cliva bei le nu volta	It's a small fraction of the time from now until leaving with respect to the time from leaving until returning.
parji	le vi curnu cu parji le xarju	This worm is a parasite in pigs.
participe	ma ba participe le ka casnu	Who will participate in the discussion?
pastu	do poi dasni ti noi pastu cu simlu le ka citno nixli	In this dress, you look like a young girl.
patfu	le patfu be mi cu gunka bu'u la tokiios	My father works in Tokio.
patlu	au pei stasu le patlu	Would you like potato soup?
patxu	mi pu bevri pa patxu be le djacu	I brought a pot of water.
pau	pau do retsku le se du'u ma krinu su'o nu balvi vau ji su'o nu pilno	You are asking of what is the reason for something happening in the future, and/or in usage. What is that reason, and is it for something happening in the future, a usage, or both?
pau	le prenu cu bebna ki'u ma pau nai	Why people are so stupid?
pe	ti du le pa karce pe la alis	This is a car of my friend.
pe	le pendo be mi cu jai fenki i le pendo pe mi cu jai fenki	My friend is crazy.
pe	ti me le karce pe mi	This is my car.
pe'a	le ditcu cu jdini pe'a	Time is money.
pe'a	le mi'u nanmu cu lanbi pe'a	He is a "sheep" (figuratively).
pe'a	mi xagji pe'a le ka tavla	I'm hungry for talking.
pe'a	mi xagji pe'a nai	I'm literally hungry.
pe'i	pe'i do drani	I think you are right.
pe'i	pe'i vamji fa le nu retsku	I think it's worth asking.
pe'u	ko zgana ti pe'u la alis	Look at this, please, Alice!
pei	.i .au pei mi kansa do	Do you want me to accompany you?
pei	.i pei mi'o zvati le nu salci	What about going to the party?
pelji	mi pu ciska pa xatra le blabi pelji	I wrote a letter on a white paper.
pelmeni	xu do su'o roi smaka le rusko pelmeni	Have you at least once tasted Russian pelmeni?
pelxu	le'e badna cu pelxu	A typical banana is yellow.
pemci	mi finti le pemci be le vrici prenu	I create poems about different people.
penbi	tu penbi le blanu e nai le xekri	That is a blue, not black pen.
pencu	mi pu pencu le vorme ta'i le nu mi pilno le canpa	I touched a worm with a spade.
pendo	xu la alis cu pendo do	Is Alice your friend?
penmi	mi mutce se pluka le ka penmi do	I am pleased to meet you.
penmi	mi pu penmi pa cizra prenu le jipno be le mi'u cmana	I encountered a strange person at the tip of the mountain.
pensi	mi pensi le nu mi pu zvati ma kau	I'm thinking of where I was.
pensi	mi pu pensi le nu mi volta le mi'u zdani	I was thinking of returning back home.
perli	mi binxo le perli se ja'e le nu mi citka le perli	I become a pear because I eat pears.
pesxu	au flaume pesxu	I'd like some plum jam.
petso	lo ka kantu lo ka gusni cu ka muvdu ca ro snidu fo lu'i lo petso be le ka mitre be li ji'i so pi mu vau bei le ka clani	1 light-year is approximately 9.5 Petameters (Pm).
pezli	le pezli be le tricu co'a pelxu ca le critu	Leaves of tress become yellow in the autumn.
pi	le vacri ca kelvo li ji'i re so ci pi mu	It's around 293.5 degrees Kelvin (20.5 degrees Celsius).
pi'e	ko tcidu le te fendi poi pa pi'e ci mu moi	Read the section 1.35.
pi'i	li re pi'i mu du li pa no	2 × 5 = 10.
pi'u	le mango o nai bo le plise o nai bo le perli pi'u le xunre a bo le pelxu cu vo mei	The Cartesian product of mangoes, apples and pears that are either red or yellow has 6 members.
picti	lo ka ratni loi cidro cu ka picti le ka mitre li re mu vau le ka clani	The atom of hydrogen is 25 picometers in size.
pijne	ko dunda fi mi fe pa pijne be le pelji	Give me a pin for fastening paper.
pikci	la kevin pu pikci la alis le ka stali	Kevin begged Alice to stay.
pikta	mi pu te vecnu re pikta be le verba bei le ka klama la boston	I bought two child tickets to Boston.
pilda	le flira be do cu pilda i ma krinu	Your face is pale. What happened?
pilji	li bi pilji li re li vo	8 = 4 x 2.
pilka	le mi'u najnimre co'u se pilka	The orange has been peeled off.
pilka	mi pu vimcu le pilka be le mi'u plise	I peeled the apple off.
pilka	le pilka be le mi'u plise cu cinla	The peel of the apple is thin.
pilno	.i ra pu pilno le skami le nu facki le se nitcu	He used a computer to get the necessary information.
pimlu	ti pimlu le cipni pe mi	This is a feather of my bird.
pinca	le pinca be ko cu zvati le patxu	Pee to the pot.
pincivi	le se pincivi be ko cu zvati le patxu	Pee to the pot.
pincivi	gau le betka ra pincivi le xunre	Due to beetroots, he pissed red.
pindi	le mi'u nakni cu pindi le ka ponse no xirma	He is poor in that he doesn't own a horse.
pinfu	mi'a pu pinfu le zdani be mi'a le nu snime carvi	We became prisoners of our home due to the snowfall.
pinka	mi pu cusku fi lei rirni fe pa pinka be le nu pu se srera fa le nu klama le bartu ca le nu carvi	I commented to the parents that going outside while it had been raining had been a mistake.
pinka	au nai mi cusku le pinka	I have no comment.
pinka	le mi'u nakni pu cusku le zabna pinka be le mi'u cukta	He made a nice comment about the book.
pinsi	ti pinsi le xunre	This is a red pencil.
pinta	le nanmu pu ku pinta gi'e la'a sipna	The man was in horizontal position and was probably sleeping.
pinxe	mi pinxe le tcati le mi'u kabri	I drink tea from the cup.
pinxe	mi pu pinxe le glare ckafi pa kabri	I drank a cup of hot coffee from a cup.
pipno	xu do zgipli le pipno	Do you play the piano?
pixra	ti pixra pa zbani mi poi pu zvati la nipon	This is a picture of the coast that I made when I was in Japan.
plana	le mi'u nanla cu plana le ka se betfu	The boy is fat with his belly.
planeta	le mi'u terdi cu melbi planeta	The Earth is a beautiful planet.
platu	mi platu le ka klama la nipon vau le ka surla	I'm planning to go to Japan to take rest.
pleji	mi pu pleji le se jerna le bersa be mi le ka sidju mi	I paid my son for what he earned for helping me.
plibu	la edvard pu darxi le plibu be mi le jamfu	Eduard hit my pubis with a foot.
plipe	le mlatu pu plipe le bartu le dertu le galtu be le mi'u bitmu	The cat jumped to the outside from the ground over the fence.
plise	le mi'u za'u plise cu makcu	The apples are ripe.
plita	le toldi poi cpare le za'u xrula pe le mi'u loldi co'a se plita le melbi	Butterflies creeping along the flowers formed a beautiful flat shape.
plixa	le mi'u te cange pu plixa le dertu pa barda	The farmer ploughed the ground using a large plow.
plixau	le ka tavla cu plixau do le rinka be le nu do certu la lojban	Talking would be useful for you in becoming an expert in Lojban.
pluja	le mi'u tcini cu pluja le ka se ciksi	The situation is hard to explain.
pluka	mi se pluka le ka ci'erkei la tenis	I like playing tennis.
pluka	mi se pluka le ka limna le xamsi	I enjoy swimming in the sea.
pluta	pluta le aftobuso tcana ti fa le nu klama le zunle gi'e ba bo ze'a klama le crane gi'e ba bo klama le pritu	The route to the bus station from here is the following: you turn left, then go straight for a while, and then turn right.
po	mi pu cirko le ckiku po mi i ku'i mi ca'o ralte le ckiku po do	I lost my keys. But I'm keeping your keys.
po'e	le cidni po'e mi cu cortu	My knee aches.
po'o	le troci ku po'o snada i je ku'i le troci po'o cu fliba	Only the one who tries, succeeds, and the one who only tries, fails.
po'o	po'o mi na kansa le mi'u fetsi	The only thing is, I'm not with her.
po'o	mi pu te vecnu le jisra ku po'o	I bought only some juice.
po'o	mi na zanru le ve sfasa noi po'o cu'i zekri	I don't approve of punishments which, for one, are a crime.
po'o	mi pu te vecnu le titla ku po'o nai	I bought candies among other things.
poi	ra pu co'a speni pa ninmu poi pu se penmi bu'u le zarci	He married a woman met in the store.
poi	ra pu co'a speni pa ninmu	He married a woman.
polje	mi pu polje pa boxfo so'i da	I wrinkled the sheet of paper in several places.
ponjo	xu ti me le misno ke ponjo finpe	Is this a famous Japanese fish?
ponse	le mi'u prenu cu ponse pa karce le zekri	The person owns the car illegally (not under official law).
porpi	le mi'u palta mo'u porpi so'i cmalu	The plate broke into many small pieces.
porsi	li pa ce'o li re ce'o li ci cu porsi le ka ce'u se dubmau ce'u vau le'i namcu	1, 2, 3 is a sequence of numbers where a number to the left is less than the number to the right.
porsi	mi pu ganse le po'o porsi be fi le'i valsi i je mi na pu jimpe fi le smuni be le porsi	I could only see a sequence of words, the sequence the meaning of which I couldn't understand.
porto	ra tavla fo le porto	She speaks Portuguese.
prali	ma prali do le ka tcidu le se cukta poi vasru no pixra	What the use to you of reading a book that has no pictures?
prami	mi prami do	I love you.
prane	xu mi na prane le ka melbi	Am I not perfect in my beauty?
prane	mi prane le ka vitke le rirni de'i ro li jy dy ze	I visit my parents every Sunday without fail.
preja	le carvi pu fanta le nu le fagri cu preja le boske le mi'u foldi	The rain kept the fire from spreading to the forest from the field.
prenu	.i le xo prenu ca zvati ti voi kumfa	How many people are in this room now?
preti	mi pu cusku le preti poi du lu ma nuzba li'u	I asked a question, "What are the news?"
prije	do pu ja'a sai prije le ka skicu la'e di'u mi	It was really wise of you to tell me about it.
prije	mi pu prije le ka vecnu le mi'u karce	You were wise to sell the car.
prina	le mi'u minji na te prina le pelji le papri	The machine isn't printing the document on the paper.
pritu	le mi'u nanmu cu pritu le mi'u dinju mi	The man is to the right of the house from my position.
proga	mi co'i finti pa proga be le nu zmiku satre le mlatu	I have written a computer program for giving cats strokes automatically.
prosa	ti cukta le prosa be le za'u kulnu	This book contains prose about cultures.
protoni	le protoni cu kantu	Proton is an elementary particle.
pruce	le nu zbasu le nanba cu pruce le purmo jo'u le djacu jo'u le sovda le nanba {le nu mixre vo'e vau} jo'u ba bo {le nu jukpa}	Making bread is a process with ingredients flour, water and eggs where {one mixes them} and then {cooks}.
prulamdei	pu carvi ca le prulamdei	It rained yesterday.
prulamdei	mi pu penmi le mi'u nakni ca le prulamdei be le nu le mi'u nakni cu cliva	I met him the day before he left.
pruni	le mi'u bolci cu plipe ki'u le ka pruni	The ball bounces because it is elastic.
pruxi	xu do terpa tu'a le pruxi	Are you afraid of ghosts?
pu	.i mi pu na ku viska le mlatu	I didn't see the cat.
pu	mi pu prami le pa nanmu	I loved one man.
pu	mi ba tavla do pu le nu do cliva	I will talk to you before you leave.
pu'i	xu do pu'i viska le fange ke vofli dacti	Have you ever seen an unidentified flying object?
pu'i	mi djuno i ki'u bo mi pu'i tavla la alis	I know, since I've already talked to Alice.
pu'o	mi pu'o citka le rectu	I'm about to eat meat.
pulce	le pulce pu gacri le mi'u loldi	Dust covered the floor.
pulce	le pulce brife cu muvdu ti	A dust storm is coming.
pulce	le mi'u dargu cu culno le pulce	The road is dusty.
pulji	le mi'u prenu cu pulji le nu le klaji cu smaji	The person is a police officer enforcing silence in the street.
